id,keyword 
2-s2.0-85068603962,nasal scraping
2-s2.0-85068603962,nonallergic rhinitis
2-s2.0-85068603962,perennial rhinitis
2-s2.0-85068498995,sensitivity
2-s2.0-85068498995,cementless femoral stem
2-s2.0-85068498995,Dorr classification
2-s2.0-85068498995,hydroxyapatite-coated
2-s2.0-85068498995,proximal femoral morphology
2-s2.0-85068419389,subsidence
2-s2.0-85068419389,total hip arthroplasty
2-s2.0-85068419389,duck Tembusu virus
2-s2.0-85068419389,ducks
2-s2.0-85068419389,genetic characterization
2-s2.0-85068419389,Thailand
2-s2.0-85068355745,Architecture
2-s2.0-85068355745,Blockchain
2-s2.0-85068355745,Business processes
2-s2.0-85068345342,Businesses
2-s2.0-85068345342,Consensus
2-s2.0-85068345342,Internet of Things
2-s2.0-85068345342,Smart contract
2-s2.0-85068345342,Survey
2-s2.0-85068343182,Dentin matrix protein 1 (DMP1)
2-s2.0-85068343182,E. coli
2-s2.0-85068343182,Prokaryotic expression
2-s2.0-85068343182,Purification
2-s2.0-85068184061,Alpinia galanga
2-s2.0-85068184061,ApoA1
2-s2.0-85068184061,HMGCR
2-s2.0-85068184061,Hypercholesterolemia
2-s2.0-85068184061,LDLR
2-s2.0-85068184061,Phyllanthus emblica
2-s2.0-85068184061,SR-B1
2-s2.0-85068163650,Hybrid material
2-s2.0-85068163650,Mesoporous
2-s2.0-85068163650,MWCNT
2-s2.0-85068163650,Precipitation
2-s2.0-85068163650,Surface property
2-s2.0-85068039771,Tungsten oxide
2-s2.0-85068039771,Batch photobioreactor
2-s2.0-85068039771,Nutrient remediation
2-s2.0-85068039771,Poly-β-hydroxybutryate
2-s2.0-85068039771,Shrimp wastewater
2-s2.0-85067883345,Synechocystis sp. PCC 6803 strain ΔSphU
2-s2.0-85067883345,dual antiplatelet
2-s2.0-85067883345,peptic ulcer
2-s2.0-85067883345,prevention
2-s2.0-85067232892,Cancer stem cells
2-s2.0-85067232892,Lung cancer
2-s2.0-85067232892,Lusianthridin
2-s2.0-85067232892,Src
2-s2.0-85067232892,STAT3
2-s2.0-85067229303,biogas upgrading
2-s2.0-85067229303,CO2/CH4 separation
2-s2.0-85067229303,composite gas separation membrane
2-s2.0-85067229303,Backbone tree
2-s2.0-85067229303,Genus delineation
2-s2.0-85067229303,Hybrid genome
2-s2.0-85067022720,Trichosporonales
2-s2.0-85067022720,Yeast systematics
2-s2.0-85067022720,allergic rhinitis
2-s2.0-85067022720,antihistamine
2-s2.0-85067022720,asthma
2-s2.0-85066972972,histamine
2-s2.0-85066972972,itching
2-s2.0-85066972972,leukotriene
2-s2.0-85066972972,leukotriene receptor antagonist
2-s2.0-85066972972,nasal obstruction
2-s2.0-85066896536,seasonal
2-s2.0-85066896536,sneezing
2-s2.0-85066896536,Economic analysis
2-s2.0-85066896536,Fiber
2-s2.0-85066896536,Lemon basil seed
2-s2.0-85066811100,Ocimum citriodorum Vis
2-s2.0-85066811100,Supercritical carbon dioxide
2-s2.0-85066811100,Adaptation
2-s2.0-85066811100,Dogs
2-s2.0-85066020607,Evolution
2-s2.0-85066020607,Gene family
2-s2.0-85066020607,Leptospira interrogans
2-s2.0-85066020607,Whole genome sequences
2-s2.0-85065711503,Chemical composition
2-s2.0-85065711503,Coffee
2-s2.0-85065711503,Drying
2-s2.0-85065711503,Flavor
2-s2.0-85065549450,Sensory evaluation
2-s2.0-85065549450,Stable isotope dilution analysis
2-s2.0-85065549450,Chlorococcum
2-s2.0-85065549450,functional lipids
2-s2.0-85065549450,KCl stress
2-s2.0-85065200473,xanthophylls
2-s2.0-85065200473,Activated carbon
2-s2.0-85065200473,Copper oxide
2-s2.0-85065200473,Dye removal
2-s2.0-85065200473,Methylene blue
2-s2.0-85065200473,Nanocomposite
2-s2.0-85064523817,androgenetic alopecia
2-s2.0-85064523817,dermal papilla
2-s2.0-85064523817,liquid chromatography-tandem mass spectrometry
2-s2.0-85064523817,low-level laser therapy
2-s2.0-85064523817,proteomic analysis
2-s2.0-85064441106,acne
2-s2.0-85064441106,EGFRi
2-s2.0-85064441106,epidermal growth factor receptor inhibitors
2-s2.0-85064441106,papulopustular
2-s2.0-85060706285,pride
2-s2.0-85060706285,pulsed-dye laser
2-s2.0-85060706285,treatment
2-s2.0-85060706285,Branchial cleft cyst
2-s2.0-85060706285,Excision
2-s2.0-85060706285,Fibrin glue
2-s2.0-85045839157,Methylene blue dye
2-s2.0-85045839157,Hypothyroidism
2-s2.0-85045839157,Polysomnography
2-s2.0-85045839157,Sleep apnea syndromes
2-s2.0-85045839157,Thyrotropin
2-s2.0-85044772170,Thyroxine
2-s2.0-85044772170,Triiodothyronine
2-s2.0-85044772170,Alcohol additives
2-s2.0-85044772170,Cold water detergency
2-s2.0-85044772170,Extended surfactants
2-s2.0-85044754724,Microemulsion
2-s2.0-85044754724,Semisolid soils
2-s2.0-85044754724,Adenomatous polyp
2-s2.0-85044754724,APC
2-s2.0-85044754724,Female genital tract
2-s2.0-85075141824,KRAS
2-s2.0-85075141824,Tubulovillous adenoma
2-s2.0-85075141824,Fracture bifurcation
2-s2.0-85075141824,Layered zirconia coating
2-s2.0-85075141824,Plasma spraying
2-s2.0-85073749828,Stepped crack
2-s2.0-85073749828,Absorption
2-s2.0-85073749828,Biogas upgrading
2-s2.0-85073749828,Biohydrogen production
2-s2.0-85072847641,Sustainability
2-s2.0-85072847641,CO2 removal
2-s2.0-85072847641,Cryogenic separation
2-s2.0-85072847641,De-sublimation
2-s2.0-85072847641,Hydrogen purification
2-s2.0-85072847641,Phase equilibrium
2-s2.0-85072847641,Discrete growth models
2-s2.0-85065215723,Survival probability
2-s2.0-85065215723,Up–down symmetry
2-s2.0-85065215723,anti-inflammatory
2-s2.0-85065215723,free radical scavenging
2-s2.0-85065215723,protein hydrolysate
2-s2.0-85065215723,salmon bone
2-s2.0-85065215723,Football match result prediction
2-s2.0-85065215723,Random forests
2-s2.0-85065215723,The English Premier League
2-s2.0-85065215723,Cattle
2-s2.0-85065215723,Enterocytozoon bieneusi
2-s2.0-85072693353,Goats
2-s2.0-85072693353,Pigs
2-s2.0-85072693353,Zoonotic
2-s2.0-85072693353,Central Indo-Pacific
2-s2.0-85072693353,ENSO
2-s2.0-85072693353,ITCZ
2-s2.0-85072693353,Rainfall
2-s2.0-85066617072,Stalagmite
2-s2.0-85066617072,Curiosity
2-s2.0-85066617072,Exploration
2-s2.0-85066617072,Intrinsic Reward
2-s2.0-85066617072,Reinforcement Learning
2-s2.0-85073264746,Emphysema
2-s2.0-85073264746,High-frequency oscillatory ventilation
2-s2.0-85073264746,Pneumoperitoneum
2-s2.0-85073264746,Pneumothorax
2-s2.0-85073264746,Children
2-s2.0-85073208447,Purified Vero cell rabies vaccine
2-s2.0-85073208447,Culture
2-s2.0-85073208447,Customer deference
2-s2.0-85073208447,Kreng-jai
2-s2.0-85073208447,Service encounter
2-s2.0-85058066297,galaxies: nuclei
2-s2.0-85058066297,quasars: supermassive black holes
2-s2.0-85058066297,3D Printing
2-s2.0-85058066297,Acrylonitrile butadiene styrene
2-s2.0-85075147615,Fused Deposition Modeling
2-s2.0-85075147615,Graphene
2-s2.0-85075147615,Nanocomposite
2-s2.0-85075147615,aluminium composite
2-s2.0-85072682057,phase evolution
2-s2.0-85072682057,powder injection molding
2-s2.0-85072682057,properties
2-s2.0-85072682057,thermal analysis
2-s2.0-85072682057,Lipid production
2-s2.0-85072682057,Malonyl-ACP
2-s2.0-85072682057,Microalgae
2-s2.0-85076708497,Salinity
2-s2.0-85076708497,Salt stress
2-s2.0-85076708497,Advertising
2-s2.0-85076708497,Alcohol
2-s2.0-85072732034,Buddhist lent
2-s2.0-85072732034,Campaign
2-s2.0-85072732034,Thailand
2-s2.0-85072732034,"2,5-Dimethylfuran"
2-s2.0-85072732034,5-Hydroxymethylfurfural
2-s2.0-85072732034,biofuels
2-s2.0-85072732034,Continuous flow
2-s2.0-85072716278,Cu-Pd bimetallic catalyst
2-s2.0-85072716278,Canine pneumovirus
2-s2.0-85072716278,Genetic recombination
2-s2.0-85072716278,Phylogenetic analysis
2-s2.0-85072716278,Thailand
2-s2.0-85072716278,Bioactive metabolite
2-s2.0-85072702480,Glucosinolate
2-s2.0-85072702480,Metabolomics
2-s2.0-85072702480,Oligochitosan
2-s2.0-85072702480,Total phenolic content
2-s2.0-85072702480,White radish sprout
2-s2.0-85072702480,adult-child activities
2-s2.0-85072691758,developing countries
2-s2.0-85072691758,non-cognitive development
2-s2.0-85072691758,Thailand
2-s2.0-85072691758,Artificial caries
2-s2.0-85072691758,fluoride gel
2-s2.0-85072691758,fluoride mouth rinse
2-s2.0-85072691758,in situ model
2-s2.0-85072691758,Micro-CT
2-s2.0-85070781058,mineral density
2-s2.0-85070781058,remineralization
2-s2.0-85070781058,chlorhexidine scrub
2-s2.0-85070781058,cost-effectiveness analysis
2-s2.0-85070385476,erythromycin gel
2-s2.0-85070385476,Pitted keratolysis
2-s2.0-85070385476,safety
2-s2.0-85070385476,treatment
2-s2.0-85070385476,3-Hydroxy deoxydaunorubicinol aglycone
2-s2.0-85070385476,Bioactive compound
2-s2.0-85066073093,Nonomuraea
2-s2.0-85066073093,Nonomuric acid
2-s2.0-85066073093,Rare actinomycetes
2-s2.0-85066073093,Bootstrap
2-s2.0-85066073093,Confidence interval
2-s2.0-85073471813,Lifetime energy yield
2-s2.0-85073471813,Multiple linear regression model
2-s2.0-85073471813,Autosomal dominant polycystic kidney disease
2-s2.0-85072898944,Imaging
2-s2.0-85072898944,Incidental
2-s2.0-85072898944,Pediatric
2-s2.0-85072898944,Renal cyst
2-s2.0-85072898944,Renal malignancy
2-s2.0-85072898944,Ultrasound
2-s2.0-85072295445,OSRM
2-s2.0-85072295445,Rod-shaped CeO2
2-s2.0-85072295445,Alpha-mangostin
2-s2.0-85072295445,Beta-cyclodextrin
2-s2.0-85072295445,Beta-cyclodextrin derivatives
2-s2.0-85072295445,Binding free energy
2-s2.0-85072295445,Inclusion complexes
2-s2.0-85072295445,Reaction pathways
2-s2.0-85072295445,Bulking agent
2-s2.0-85072295445,Collagen
2-s2.0-85069893235,MRI
2-s2.0-85069893235,Periurethral cyst
2-s2.0-85069893235,Urethral diverticulum
2-s2.0-85068924491,Urethral mass
2-s2.0-85068924491,8-OHdG
2-s2.0-85068924491,Biomarker
2-s2.0-85068924491,Musculoskeletal tumors
2-s2.0-85068924491,Oxidative stress
2-s2.0-85068443822,Adverse childhood experiences
2-s2.0-85068443822,Gene expression
2-s2.0-85068443822,Hypothalamic–pituitary–adrenal axis
2-s2.0-85068443822,Immune system
2-s2.0-85068443822,Mitochondria
2-s2.0-85066251209,Socioeconomic deprivation
2-s2.0-85066251209,Enzyme support
2-s2.0-85066251209,Mesocellular foam silica
2-s2.0-85066251209,Microstructure
2-s2.0-85066251209,Surface chemistry
2-s2.0-85066251209,Template removal
2-s2.0-85066140651,Australia
2-s2.0-85066140651,Drinks
2-s2.0-85066140651,Education
2-s2.0-85066140651,Physical activity
2-s2.0-85066140651,Smoking
2-s2.0-85066063894,Women’s health
2-s2.0-85066063894,Doped-MgH2
2-s2.0-85066063894,H-vacancy
2-s2.0-85066063894,High pressure
2-s2.0-85065389837,Hydrogen storage
2-s2.0-85065389837,Kinetics diffusion
2-s2.0-85065389837,Military officers
2-s2.0-85065389837,Motivational programme
2-s2.0-85065389837,Non-communicable diseases
2-s2.0-85065389837,Smoking cessation
2-s2.0-85062953400,Attainable standard of health
2-s2.0-85062953400,Health
2-s2.0-85062953400,GPR radar facies
2-s2.0-85062953400,Khorat plateau
2-s2.0-85062953400,Mid-channel bar
2-s2.0-85066021448,Mun river
2-s2.0-85066021448,Point bar
2-s2.0-85066021448,Scroll bar
2-s2.0-85066021448,BSM Higgs physics
2-s2.0-85066021448,CMS
2-s2.0-85066021448,Physics
2-s2.0-85077512723,Physics
2-s2.0-85077512723,SM
2-s2.0-85077512723,VBS
2-s2.0-85077512723,WZ
2-s2.0-85074134520,Physics
2-s2.0-85074134520,Eco-efficiency
2-s2.0-85074134520,Flight catering
2-s2.0-85074134520,Food waste
2-s2.0-85074134520,Halal food production
2-s2.0-85074134520,Material flow analysis
2-s2.0-85072058541,Sustainable waste management
2-s2.0-85072058541,Cyclic triaxial test; deviatoric stress; liquefaction; Osaka sand
2-s2.0-85072058541,Car sequencing
2-s2.0-85072058541,Decomposition
2-s2.0-85072058541,Differential evolutionary algorithm
2-s2.0-85069690722,Evolutionary algorithm
2-s2.0-85069690722,Many objectives
2-s2.0-85069690722,Two-sided assembly line
2-s2.0-85069690722,Cervical spine
2-s2.0-85069577352,Core stabilizer muscles
2-s2.0-85069577352,craniocervical flexion test
2-s2.0-85069577352,deep neck muscles
2-s2.0-85069577352,low back pain
2-s2.0-85069577352,lumbar spine
2-s2.0-85069577352,motor control
2-s2.0-85071991941,flavivirus
2-s2.0-85071991941,Japanese encephalitis virus
2-s2.0-85071991941,nonstructural protein 5
2-s2.0-85071991941,NS5
2-s2.0-85071991941,Zika virus
2-s2.0-85071991941,Barium cerate
2-s2.0-85071991941,Barium zirconate
2-s2.0-85071991941,Carbon dioxide conversion
2-s2.0-85071921659,Proton ceramic electrolyser
2-s2.0-85071921659,Solid oxide fuel cell
2-s2.0-85071921659,Bi-functional material
2-s2.0-85071921659,CaCO3
2-s2.0-85071921659,CaO
2-s2.0-85071747946,CO2 sorption
2-s2.0-85071747946,Sorption-enhanced steam ethanol reforming
2-s2.0-85071747946,Alcohol-assisted methanol synthesis
2-s2.0-85071747946,CO2 utilization
2-s2.0-85071747946,Copper zinc oxide
2-s2.0-85071747946,Methanol synthesis
2-s2.0-85066972382,Ultrasonic-assisted precipitation
2-s2.0-85066972382,Alumina-containing CaO-based sorbent
2-s2.0-85066972382,H2 production
2-s2.0-85066972382,High-temperature CO2 capture
2-s2.0-85066972382,Sorption-enhanced steam methane reforming
2-s2.0-85071771474,Clinical disease
2-s2.0-85071771474,Immunoglobulin
2-s2.0-85071771474,N-acetylcholine receptor
2-s2.0-85071771474,Nicotiana benthamiana
2-s2.0-85062798893,Rabies virus
2-s2.0-85062798893,Single-chain antibody (ScFv)
2-s2.0-85062798893,Endoscopy
2-s2.0-85062798893,Outcome
2-s2.0-85062798893,Quality of life
2-s2.0-85062330144,Ulcerative colitis
2-s2.0-85062330144,fascial repair
2-s2.0-85062330144,mesh repair
2-s2.0-85062330144,Parastomal hernia (PSH)
2-s2.0-85062330144,stoma formation
2-s2.0-85062330144,stoma relocation
2-s2.0-85072402816,Behavioral Economics
2-s2.0-85072402816,Choices
2-s2.0-85072402816,Default Option Bias
2-s2.0-85072402816,Food Consumption
2-s2.0-85072402816,machine learning
2-s2.0-85072402816,natural language processing
2-s2.0-85072402816,personally identifiable information transmission
2-s2.0-85071754169,text classification
2-s2.0-85071754169,photo recognition
2-s2.0-85071754169,Recommendation
2-s2.0-85071754169,sightseeing place
2-s2.0-85071754169,user behavior analysis
2-s2.0-85071754169,user preference
2-s2.0-85057574035,Fault Circuit Indicator
2-s2.0-85057574035,Fault Location
2-s2.0-85057574035,Model-Based
2-s2.0-85057574035,Distribution systems
2-s2.0-85057574035,optimal power flow
2-s2.0-85165214033,photovoltaic integration
2-s2.0-85165214033,voltage regulation
2-s2.0-85165214033,Encoder Control
2-s2.0-85165214033,GOP
2-s2.0-85165214033,HEVC
2-s2.0-85114305923,R-Lambda Rate Control
2-s2.0-85114305923,Video Coding Standard
2-s2.0-85114305923,Brane Dynamics in Gauge Theories
2-s2.0-85114305923,Conformal Field Models in String Theory
2-s2.0-85114305923,Supersymmetry and Duality
2-s2.0-85107236457,adverse drug reaction
2-s2.0-85107236457,drug hypersensitivity
2-s2.0-85107236457,quality of life
2-s2.0-85107236457,validity and reliability
2-s2.0-85107234855,99mTc-ECD
2-s2.0-85107234855,mathematical model
2-s2.0-85107234855,SPECT image
2-s2.0-85107234855,Hadron-Hadron scattering (experiments)
2-s2.0-85107208968,Supersymmetry
2-s2.0-85107208968,Air-conditioned office
2-s2.0-85107208968,Lung function
2-s2.0-85107208968,Respiratory health symptoms
2-s2.0-85107208968,Dengue
2-s2.0-85090513842,Diarrhea
2-s2.0-85090513842,Fever
2-s2.0-85090513842,Thailand
2-s2.0-85090513842,Travel
2-s2.0-85088716103,INR
2-s2.0-85088716103,Rheumatic mitral stenosis
2-s2.0-85088716103,Stroke
2-s2.0-85088716103,Warfarin
2-s2.0-85088716103,Asymmetric convolution
2-s2.0-85088716103,Deep learning
2-s2.0-85084692764,Inception module
2-s2.0-85084692764,Multi-scale information
2-s2.0-85084692764,Residual skip connection
2-s2.0-85084692764,Abelmoschus esculentus Moench
2-s2.0-85079112651,Diabetic Mice
2-s2.0-85079112651,Fasting Blood Glucose
2-s2.0-85079112651,GLUT4 Density
2-s2.0-85079112651,Serum Insulin
2-s2.0-85077975261,4-HNE
2-s2.0-85077975261,Apoptosis
2-s2.0-85077975261,Biochemistry
2-s2.0-85077658824,Cell biology
2-s2.0-85077658824,Curcumin
2-s2.0-85077658824,Myeloperoxidase
2-s2.0-85077437847,Pancreatitis
2-s2.0-85077437847,Physiology
2-s2.0-85077437847,Systems biology
2-s2.0-85076836483,Clonogenic assays
2-s2.0-85076836483,Gene mutations
2-s2.0-85076836483,Precision medicine
2-s2.0-85076836483,Radiation therapy
2-s2.0-85076836483,Radiosensitivity
2-s2.0-85076341221,Genome
2-s2.0-85076341221,Oryza sativa L
2-s2.0-85076341221,Photosynthesis
2-s2.0-85076341221,Salinity
2-s2.0-85076341221,Yield
2-s2.0-85075901146,Antarctica
2-s2.0-85075901146,King george island
2-s2.0-85075901146,Pakistan
2-s2.0-85075901146,Polycyclic aromatic hydrocarbons (PAHs)
2-s2.0-85075901146,Terrestrial soils
2-s2.0-85075278106,BRCA mutation
2-s2.0-85075278106,Epithelial ovarian cancer
2-s2.0-85075278106,High grade endometrioid carcinoma
2-s2.0-85075278106,High grade serous carcinoma
2-s2.0-85075278106,Anti-tumor activity
2-s2.0-85073732214,Curcumin
2-s2.0-85073732214,Curcumin diethyl disuccinate
2-s2.0-85073732214,HepG2-xenograft mice
2-s2.0-85073732214,Scale-up synthesis
2-s2.0-85073732214,Hierachical
2-s2.0-85073361729,Silanol group density
2-s2.0-85073361729,Terminal silanol
2-s2.0-85073361729,Tungsten
2-s2.0-85073361729,Leishmania spp
2-s2.0-85073356908,Sand flies
2-s2.0-85073356908,Thailand
2-s2.0-85073356908,Trypanosoma sp
2-s2.0-85073356908,Vector
2-s2.0-85073356908,Catalyst
2-s2.0-85073356908,Cogon grass
2-s2.0-85073079070,Materials science
2-s2.0-85073079070,Pyroysis
2-s2.0-85073079070,Waste plastic
2-s2.0-85073079070,Air battery
2-s2.0-85073079070,Anion-exchange membrane
2-s2.0-85073079070,Hydroxide exchange membrane
2-s2.0-85073063239,Ionic channel
2-s2.0-85073063239,Polyphenylene oxide
2-s2.0-85073063239,Separator
2-s2.0-85073063239,Zinc
2-s2.0-85073033253,anxiety disorders
2-s2.0-85073033253,diabetes mellitus
2-s2.0-85073033253,multicentre study
2-s2.0-85073033253,panic disorders
2-s2.0-85073033253,prevalence
2-s2.0-85072761516,healthcare utilization
2-s2.0-85072761516,influenza
2-s2.0-85072761516,quadrivalent influenza vaccine
2-s2.0-85072514984,symptoms
2-s2.0-85072514984,and services
2-s2.0-85072514984,architecture
2-s2.0-85072514984,Blockchain technology (BCT)
2-s2.0-85072108992,cyber-physics system
2-s2.0-85072108992,distributed system
2-s2.0-85072108992,Internet of Things (IoT)
2-s2.0-85072108992,smart contract
2-s2.0-85072108992,endocrine
2-s2.0-85072026929,hypopituitarism
2-s2.0-85072026929,PHACE
2-s2.0-85072026929,thyroid
2-s2.0-85072026929,Classical swine fever virus
2-s2.0-85072026929,CSFV
2-s2.0-85071975192,Oral fluid
2-s2.0-85071975192,Serology
2-s2.0-85071975192,Child
2-s2.0-85071975192,Outcomes
2-s2.0-85071928062,Supracondylar
2-s2.0-85071928062,Surgery
2-s2.0-85071928062,Dengue virus (DENV)
2-s2.0-85071928062,flaviviruses
2-s2.0-85071928062,host–virus interactions
2-s2.0-85071928062,nonstructural protein 5 (NS5)
2-s2.0-85071882735,RNA-dependent RNA polymerase (RdRp)
2-s2.0-85071882735,untranslated region (UTR)
2-s2.0-85071882735,viral RNA genome
2-s2.0-85071882735,Recycling & reuse of materials
2-s2.0-85071882735,Roads & highways
2-s2.0-85071830222,Strength & testing of materials
2-s2.0-85071830222,C-reactive protein
2-s2.0-85071830222,clinical attachment level
2-s2.0-85071830222,oral hygiene
2-s2.0-85071830222,periodontitis
2-s2.0-85071748726,probing depth
2-s2.0-85071748726,soluble ST2
2-s2.0-85071748726,Closed-loop systems
2-s2.0-85071748726,Input characteristics Parameterization
2-s2.0-85071748726,Two-stage compensator systems
2-s2.0-85071743784,antibiotics
2-s2.0-85071743784,eye drops
2-s2.0-85071743784,potency
2-s2.0-85071743784,stability
2-s2.0-85071743784,sterility
2-s2.0-85071739325,Chlamydomonas sp
2-s2.0-85071739325,Chlorophyta
2-s2.0-85071739325,In situ transesterification
2-s2.0-85071739325,Kinetics
2-s2.0-85071739325,Oil extraction
2-s2.0-85071739325,Stepwise transesterification
2-s2.0-85071739325,Airlift reactor
2-s2.0-85071739325,Bubble distribution
2-s2.0-85071713323,Liquid flow pattern
2-s2.0-85071713323,Oxygen mass transfer
2-s2.0-85071713323,Driving ability
2-s2.0-85071713323,Naturalistic driving
2-s2.0-85071710905,Parkinson's disease
2-s2.0-85071710905,Kidney transplantation
2-s2.0-85071710905,Mycophenolate mofetil
2-s2.0-85071710905,Mycophenolic acid
2-s2.0-85071703777,Pharmacokinetics
2-s2.0-85071703777,Renal function
2-s2.0-85071703777,Aromatics
2-s2.0-85071560750,Jatropha residues
2-s2.0-85071560750,Microwave
2-s2.0-85071560750,Pyrolysis
2-s2.0-85071560750,ZSM-5
2-s2.0-85071560750,Massive bleeding
2-s2.0-85071495576,Massive transfusion
2-s2.0-85071495576,Multiple trauma
2-s2.0-85071495576,Surgical intensive care
2-s2.0-85071495576,Chronic diseases
2-s2.0-85071495576,Drug therapy
2-s2.0-85071339525,Quality of life
2-s2.0-85071339525,Thailand
2-s2.0-85071339525,Breast cancer
2-s2.0-85071339525,Chemotherapy
2-s2.0-85071339525,Qualitative study
2-s2.0-85071173852,Supportive care needs
2-s2.0-85071173852,Cytokines
2-s2.0-85071173852,IFN-γ
2-s2.0-85071173852,Imipramine
2-s2.0-85071173852,"Indoleamine 2,3-dioxygenase"
2-s2.0-85071173852,Kynurenine 3-monooxygenase
2-s2.0-85070967460,Kynurenine aminotransferase
2-s2.0-85070967460,Kynurenine pathway
2-s2.0-85070967460,Ethnic differences
2-s2.0-85070967460,Neck surgery
2-s2.0-85070967460,Perforators
2-s2.0-85070803228,Platysma
2-s2.0-85070803228,Platysma myocutaneous flap
2-s2.0-85070803228,Cystatin SA
2-s2.0-85070803228,Diabetic nephropathy
2-s2.0-85070733750,Periodontal disease
2-s2.0-85070733750,Saliva
2-s2.0-85070733750,Serum
2-s2.0-85070733750,Type 2 diabetes mellitus
2-s2.0-85070733750,Disc herniation
2-s2.0-85070733750,Discectomy
2-s2.0-85070715450,Fusion
2-s2.0-85070715450,Lumbar
2-s2.0-85070715450,Recurrent
2-s2.0-85070715002,Revision
2-s2.0-85070715002,Degradation
2-s2.0-85070715002,Methyl orange
2-s2.0-85070715002,Nanocomposites
2-s2.0-85070715002,Phenol
2-s2.0-85070715002,Photocatalyst
2-s2.0-85070715002,Alcohol drinker
2-s2.0-85070107163,Alcohol use disorder
2-s2.0-85070107163,Alcohol withdrawal syndrome
2-s2.0-85070107163,Risky alcohol drinking
2-s2.0-85070107163,Acetaldehyde
2-s2.0-85070107163,Activated carbon
2-s2.0-85069946730,Coffee ground residues
2-s2.0-85069946730,Ethanol Dehydrogenation
2-s2.0-85069946730,Lewis acidity
2-s2.0-85069908392,Lewis basicity
2-s2.0-85069908392,asexual propagation
2-s2.0-85069908392,attachment methods
2-s2.0-85069908392,Cladiella sp.
2-s2.0-85069908392,healing time
2-s2.0-85069891461,Sarcophyton sp.
2-s2.0-85069891461,Self-attachment time
2-s2.0-85069891461,Sinularia sp.
2-s2.0-85069891461,soft corals
2-s2.0-85069891461,survival
2-s2.0-85069876793,Autochthonous microbes
2-s2.0-85069876793,Browning reduction
2-s2.0-85069876793,Fermentation
2-s2.0-85069876793,Moromi
2-s2.0-85069875077,Soy sauce
2-s2.0-85069875077,Coarse-grained model
2-s2.0-85069875077,Molecular Dynamics simulation
2-s2.0-85069870777,Monte Carlo simulation
2-s2.0-85069870777,Voltage-gated proton channel protein hHv1
2-s2.0-85069870777,Advanced water treatment
2-s2.0-85069870777,Dissolved organic matter
2-s2.0-85069870777,Orbitrap mass spectrometry
2-s2.0-85069680020,Unknown disinfection by-product
2-s2.0-85069680020,Unknown screening analysis
2-s2.0-85069680020,Chitosan
2-s2.0-85069680020,Dental tissue engineering
2-s2.0-85069680020,Multi-functional carboxylic acids
2-s2.0-85069680020,Scaffold
2-s2.0-85069669086,antioxidant
2-s2.0-85069669086,citrate
2-s2.0-85069669086,lime powder regimen
2-s2.0-85069604154,urolithiasis
2-s2.0-85069604154,Antimicrobial activity
2-s2.0-85069604154,Benzaldehyde
2-s2.0-85069604154,Cinnamaldehyde
2-s2.0-85069604154,Nanoemulsions
2-s2.0-85068956789,Phase inversion temperature
2-s2.0-85068956789,Anisotropy
2-s2.0-85068956789,Face stability
2-s2.0-85068956789,Finite Element Limit Analysis
2-s2.0-85068956789,Lower bound
2-s2.0-85068898407,Non-homogeneity
2-s2.0-85068898407,Plane strain heading
2-s2.0-85068898407,MALDI-TOF MS
2-s2.0-85068898407,Mycobacterial identification
2-s2.0-85068898407,Mycobacterial protein extraction
2-s2.0-85068898407,Asia
2-s2.0-85068568993,HIV
2-s2.0-85068568993,long term
2-s2.0-85068568993,lost to follow-up
2-s2.0-85068568993,advocacy
2-s2.0-85068568993,media
2-s2.0-85068122411,packaging and labelling
2-s2.0-85068122411,public policy
2-s2.0-85068122411,Ceria nanoparticles
2-s2.0-85067939815,Methanol
2-s2.0-85067939815,Oxidative steam reforming
2-s2.0-85067939815,Rare earths
2-s2.0-85067939815,Synthesis time
2-s2.0-85067852016,Expression
2-s2.0-85067852016,"Penicillium citrinum, preproLIP2"
2-s2.0-85067852016,TEF promoter
2-s2.0-85067797503,Xylanase A
2-s2.0-85067797503,Yarrowia lipolytica
2-s2.0-85067797503,Biomass
2-s2.0-85067797503,Ether linkages
2-s2.0-85067797503,Pyrolysis mechanism
2-s2.0-85067441977,Quantum chemical calculation
2-s2.0-85067441977,SVUV-PIMS
2-s2.0-85067441977,Bio-hydrogenated diesel
2-s2.0-85067441977,Hydrodeoxygenation
2-s2.0-85067292343,Oleic acid
2-s2.0-85067292343,Palmitic acid
2-s2.0-85067292343,Sulfide catalysts
2-s2.0-85067292343,Activity and stability
2-s2.0-85067292343,Metal oxide modified carbon
2-s2.0-85067292343,PEM fuel cell
2-s2.0-85067259818,PtCo/C catalyst
2-s2.0-85067259818,Chemokines
2-s2.0-85067259818,Cytokines
2-s2.0-85067259818,Fibromyalgia
2-s2.0-85067259818,Immune biomarkers
2-s2.0-85067259818,MBSR
2-s2.0-85067043452,Mindfulness
2-s2.0-85067043452,Distributed solar PV
2-s2.0-85067043452,Net billing
2-s2.0-85067043452,Net metering
2-s2.0-85067043452,Rooftop PV self-consumption
2-s2.0-85067014462,Solar economics
2-s2.0-85067014462,Thailand solar PV policy
2-s2.0-85067014462,Polymer electrolyte membrane
2-s2.0-85067014462,Sulfonated poly(ether ether ketone)
2-s2.0-85067014462,Sulfonated Y zeolite
2-s2.0-85066952889,Adsorption
2-s2.0-85066952889,Arsenate
